subject,T2,Lag,Unnamed: 0,trialnumber,trialOnset,T1,T1cat,T2cat,posT1,posT2,onsetT1,onsetT2,trgT1,trgT2,rtT1,answerT1,rtT2,answerT2,runNo,blockNo,HitT1,HitT2,ABM
1,20,Lag 2,58.54545454545455,30.09090909090909,295.22417272727273,31.181818181818183,5.636363636363637,4.0,11.0,13.0,297.5133545454545,297.7133545454546,41.18181818181818,130.0,0.6168545454545455,2.0,0.6696321818181817,1.8181818181818181,7.454545454545454,1.0,1.0,0.9090909090909091,0.09090909090909094
1,21,Lag 2,45.875,26.125,231.772825,29.125,5.125,4.0,11.0,13.0,234.0747875,234.27474999999998,39.125,131.0,0.683069125,2.0,0.703882125,2.625,7.0,1.0,1.0,0.875,0.125
1,22,Lag 2,44.36363636363637,23.363636363636363,225.4317,27.272727272727273,4.909090909090909,4.0,11.0,13.0,227.7618636363636,227.96183636363637,37.27272727272727,132.0,0.7438215454545456,2.090909090909091,0.7317568181818181,2.727272727272727,7.636363636363637,1.0,1.0,0.5454545454545454,0.36363636363636365
1,23,Lag 2,52.75,24.083333333333332,265.96571666666665,26.083333333333332,4.833333333333333,4.0,11.0,13.0,268.27112500000004,268.47113333333334,36.083333333333336,133.0,0.71396025,1.8333333333333333,0.6813495833333333,2.8333333333333335,7.5,1.0,1.0,0.5,0.31818181818181823
1,24,Lag 2,40.90909090909091,26.636363636363637,206.5645090909091,23.272727272727273,4.181818181818182,4.0,11.0,13.0,208.87650000000002,209.07649999999995,33.27272727272727,134.0,0.726423090909091,1.6363636363636365,0.6239148181818182,3.3636363636363638,7.636363636363637,1.0,1.0,0.36363636363636365,0.36363636363636365
1,25,Lag 2,53.27272727272727,24.0,268.1197363636363,20.727272727272727,4.0,5.0,11.0,13.0,270.4150636363636,270.6150454545454,30.727272727272727,135.0,0.7142188181818182,1.8181818181818181,0.7941459090909089,3.090909090909091,7.909090909090909,1.0,1.0,0.45454545454545453,0.4621212121212121
1,26,Lag 2,53.0,16.636363636363637,266.6864545454546,23.09090909090909,4.2727272727272725,5.0,11.0,13.0,268.9984818181818,269.1984636363636,33.09090909090909,136.0,0.6480048181818181,2.4545454545454546,0.5435610909090909,1.9090909090909092,7.909090909090909,1.0,1.0,0.9090909090909091,-0.009090909090909038
1,27,Lag 2,54.8,23.4,276.74562,22.7,4.4,5.0,11.0,13.0,279.03049,279.23048000000006,32.7,137.0,0.6664939,1.9,0.9361015,2.3,7.1,1.0,1.0,0.7,0.30000000000000004
1,28,Lag 2,48.0,26.25,241.7962166666667,25.75,4.833333333333333,5.0,11.0,13.0,244.07521666666665,244.27521666666667,35.75,138.0,0.75522,2.1666666666666665,0.800332,2.0,7.5,1.0,1.0,0.9166666666666666,0.08333333333333337
1,29,Lag 2,43.0,26.166666666666668,217.42115833333332,32.583333333333336,5.833333333333333,5.0,11.0,13.0,219.72795,219.9279416666667,42.583333333333336,139.0,0.8370645833333331,2.1666666666666665,0.6536865833333334,2.8333333333333335,7.5,1.0,1.0,0.5,0.2777777777777778
1,30,Lag 2,42.54545454545455,21.272727272727273,214.73722727272727,25.727272727272727,4.818181818181818,5.0,11.0,13.0,217.03556363636363,217.23557272727274,35.72727272727273,140.0,0.6114817272727272,2.0,0.8489685454545455,2.1818181818181817,7.363636363636363,1.0,1.0,1.0,0.0
1,31,Lag 2,55.0,21.3,277.00510999999995,27.9,5.0,6.0,11.0,13.0,279.26996999999994,279.46997,37.9,141.0,0.7689847000000001,2.0,0.5449170999999999,2.0,8.2,1.0,1.0,1.0,0.0
1,32,Lag 2,21.727272727272727,27.09090909090909,109.75034545454545,19.818181818181817,3.727272727272727,6.0,11.0,13.0,112.05019999999999,112.25018181818179,29.818181818181817,142.0,0.6152425454545454,1.7272727272727273,0.7020010909090909,2.1818181818181817,7.0,1.0,1.0,1.0,-0.09090909090909094
1,33,Lag 2,50.583333333333336,24.833333333333332,255.22046666666665,21.25,4.0,6.0,11.0,13.0,257.53143333333327,257.7314083333333,31.25,143.0,0.6385930833333333,2.0833333333333335,0.72037475,2.8333333333333335,7.5,1.0,1.0,0.75,-0.15000000000000002
1,34,Lag 2,46.0,26.583333333333332,232.1689583333334,26.333333333333332,4.916666666666667,6.0,11.0,13.0,234.43965,234.63963333333336,36.333333333333336,144.0,0.813675,1.8333333333333333,0.6644850833333334,1.9166666666666667,7.5,1.0,1.0,1.0,0.0
1,35,Lag 2,44.5,25.6,224.37863000000007,18.7,3.5,6.0,11.0,13.0,226.66015,226.86012999999997,28.7,145.0,0.8643942000000001,1.6,0.9372024,1.8,7.5,1.0,1.0,0.9,0.009090909090909038
1,36,Lag 2,46.666666666666664,25.25,236.22567500000005,22.0,4.0,6.0,11.0,13.0,238.50880833333338,238.70880000000002,32.0,146.0,0.6323341666666666,1.5833333333333333,0.7364441666666668,2.1666666666666665,7.5,1.0,1.0,0.9166666666666666,-0.007575757575757569
1,37,Lag 2,49.22222222222222,23.11111111111111,248.16860000000003,22.77777777777778,4.444444444444445,7.0,11.0,13.0,250.49252222222216,250.69252222222224,32.77777777777778,147.0,0.6280833333333333,2.2222222222222223,0.7342648888888889,2.2222222222222223,6.777777777777778,1.0,1.0,1.0,0.0
1,38,Lag 2,63.375,32.5,316.6015375,22.875,4.25,7.0,11.0,13.0,318.90348750000004,319.10348749999997,32.875,148.0,0.79660225,1.875,0.6537175000000001,1.375,8.375,1.0,1.0,1.0,0.0
1,39,Lag 2,43.083333333333336,21.666666666666668,217.4780833333333,22.333333333333332,4.166666666666667,7.0,11.0,13.0,219.7474,219.94737499999997,32.333333333333336,149.0,0.7436284999999999,2.0,0.7171965,2.3333333333333335,7.5,1.0,1.0,0.9166666666666666,-0.11666666666666659
1,40,Lag 2,47.333333333333336,23.25,237.11869166666668,17.083333333333332,3.1666666666666665,7.0,11.0,13.0,239.376875,239.57685833333332,27.083333333333332,150.0,0.7549981666666667,2.25,0.6287106666666666,2.0833333333333335,7.5,1.0,1.0,1.0,0.0
1,41,Lag 2,68.0,30.5,343.5975916666667,23.083333333333332,4.166666666666667,7.0,11.0,13.0,345.90855000000005,346.1085416666667,33.083333333333336,151.0,0.79781375,2.0833333333333335,0.6579520833333333,2.3333333333333335,7.5,1.0,1.0,0.9166666666666666,0.08333333333333337
1,42,Lag 2,57.81818181818182,23.363636363636363,290.53743636363635,18.545454545454547,3.6363636363636362,7.0,11.0,13.0,292.8569818181818,293.05696363636366,28.545454545454547,152.0,0.766626090909091,2.090909090909091,0.6407534545454545,2.0,7.0,1.0,1.0,1.0,-0.08333333333333337
1,43,Lag 2,46.888888888888886,20.22222222222222,235.0775222222222,11.666666666666666,2.3333333333333335,8.0,11.0,13.0,237.3718,237.57178888888888,21.666666666666668,153.0,0.7058095555555555,1.5555555555555556,0.6915358888888888,2.111111111111111,7.555555555555555,1.0,1.0,1.0,0.0
1,44,Lag 2,59.45454545454545,28.272727272727273,297.65199090909096,24.272727272727273,4.454545454545454,8.0,11.0,13.0,299.9609363636364,300.1609181818182,34.27272727272727,154.0,0.691264,1.6363636363636365,0.6374766363636363,2.0,7.636363636363637,1.0,1.0,1.0,0.0
1,45,Lag 2,46.0,22.90909090909091,230.73087272727273,21.0,3.909090909090909,8.0,11.0,13.0,233.01559090909086,233.21558181818182,31.0,155.0,0.700831090909091,2.0,0.5834632727272726,1.9090909090909092,7.909090909090909,1.0,1.0,1.0,0.0
1,46,Lag 2,32.18181818181818,29.09090909090909,161.23996363636363,25.181818181818183,4.454545454545454,8.0,11.0,13.0,163.5398181818182,163.73980909090912,35.18181818181818,156.0,0.7897491818181819,2.0,0.6440815454545454,2.090909090909091,7.0,1.0,1.0,1.0,0.0
1,47,Lag 2,69.83333333333333,26.0,351.92768333333333,21.666666666666668,4.083333333333333,8.0,11.0,13.0,354.23588333333333,354.43585,31.666666666666668,157.0,0.668932,1.6666666666666667,0.6461183333333332,1.9166666666666667,7.5,1.0,1.0,1.0,0.0
1,48,Lag 2,35.36363636363637,24.545454545454547,177.0368,27.0,4.636363636363637,8.0,11.0,13.0,179.35787272727273,179.55787272727272,37.0,158.0,0.6421044545454545,1.8181818181818181,0.6855416363636364,1.8181818181818181,7.909090909090909,1.0,1.0,1.0,0.0
2,1,Lag 2,35.333333333333336,26.88888888888889,166.75375555555556,26.444444444444443,4.888888888888889,1.0,11.0,13.0,169.0498777777778,169.24986666666666,36.44444444444444,111.0,0.723623,2.0,0.5895106666666667,2.0,7.333333333333333,1.0,1.0,1.0,-0.19999999999999996
2,2,Lag 2,52.18181818181818,26.363636363636363,243.30277272727272,30.181818181818183,5.363636363636363,1.0,11.0,13.0,245.61929090909095,245.81928181818182,40.18181818181818,112.0,0.5632723636363636,2.0,0.4237371818181818,2.0,7.090909090909091,1.0,1.0,0.9090909090909091,0.09090909090909094
2,3,Lag 2,40.857142857142854,32.0,191.17345714285713,24.285714285714285,4.428571428571429,1.0,11.0,13.0,193.49,193.68997142857143,34.285714285714285,113.0,0.7337775714285716,1.7142857142857142,0.41775514285714294,2.142857142857143,7.0,1.0,1.0,0.7142857142857143,0.2857142857142857
2,4,Lag 2,48.22222222222222,19.333333333333332,225.52127777777775,28.77777777777778,5.222222222222222,1.0,11.0,13.0,227.80815555555557,228.00814444444444,38.77777777777778,114.0,0.600860111111111,2.0,0.5802122222222222,2.2222222222222223,6.888888888888889,1.0,1.0,1.0,-0.125
2,5,Lag 2,46.25,27.5,217.2321875,32.5,5.875,1.0,11.0,13.0,219.55494999999996,219.75495,42.5,115.0,0.5608235,2.0,0.522249875,2.125,6.5,1.0,1.0,0.75,0.25
2,6,Lag 2,54.77777777777778,33.333333333333336,254.8918222222222,28.555555555555557,5.222222222222222,1.0,11.0,13.0,257.18611111111113,257.3860888888889,38.55555555555556,116.0,0.5187355555555556,2.111111111111111,0.462089,2.5555555555555554,6.555555555555555,1.0,1.0,0.7777777777777778,0.0793650793650793
2,7,Lag 2,35.125,30.75,165.80906249999998,31.25,5.5,2.0,11.0,13.0,168.1005625,168.30055,41.25,117.0,0.5378517500000001,2.25,0.478374125,1.875,7.0,1.0,1.0,0.75,0.08333333333333337
2,8,Lag 2,40.625,20.0,193.619325,31.625,5.625,2.0,11.0,13.0,195.91920000000002,196.1191875,41.625,118.0,0.5231208749999999,1.875,0.493944375,1.875,6.875,1.0,1.0,0.875,0.125
2,9,Lag 2,55.875,34.875,262.8542125,22.5,4.125,2.0,11.0,13.0,265.1353375,265.33533750000004,32.5,119.0,0.49993512500000004,2.375,0.642033625,2.0,7.0,1.0,1.0,0.875,-0.07499999999999996
2,10,Lag 2,42.75,19.0,197.2292375,24.75,4.5,2.0,11.0,13.0,199.5124125,199.71242499999997,34.75,120.0,0.561453,2.0,0.57393925,2.25,7.75,1.0,1.0,0.75,-0.15000000000000002
2,11,Lag 2,60.714285714285715,36.142857142857146,283.9308,23.714285714285715,4.285714285714286,2.0,11.0,13.0,286.24254285714284,286.4425428571429,33.714285714285715,121.0,0.539199,1.7142857142857142,0.6172927142857142,1.7142857142857142,5.857142857142857,1.0,1.0,0.7142857142857143,-0.11428571428571432
2,12,Lag 2,46.22222222222222,26.77777777777778,216.84616666666665,32.55555555555556,5.666666666666667,2.0,11.0,13.0,219.13306666666665,219.3330333333333,42.55555555555556,122.0,0.4583797777777778,1.8888888888888888,0.4957397777777779,2.2222222222222223,7.777777777777778,1.0,1.0,0.7777777777777778,-0.1777777777777778
2,13,Lag 2,41.666666666666664,19.166666666666668,197.82966666666667,25.5,4.666666666666667,3.0,11.0,13.0,200.13783333333336,200.33781666666667,35.5,123.0,0.6679258333333333,2.0,0.5951055,2.0,7.666666666666667,1.0,1.0,0.5,0.16666666666666663
2,14,Lag 2,56.1,24.1,262.43329,20.1,3.7,3.0,11.0,13.0,264.75981,264.9598,30.1,124.0,0.5886754000000001,1.6,0.6566837,2.0,7.9,1.0,1.0,0.8,0.0888888888888888
2,15,Lag 2,59.5,25.5,276.92042,24.8,4.6,3.0,11.0,13.0,279.22693,279.42695000000003,34.8,125.0,0.7522620999999999,1.9,0.554032,2.0,7.7,1.0,1.0,0.6,0.06666666666666665
2,16,Lag 2,61.111111111111114,29.77777777777778,288.65671111111106,19.0,3.7777777777777777,3.0,11.0,13.0,290.94732222222217,291.1473111111111,29.0,126.0,0.5497851111111111,2.2222222222222223,0.6013407777777778,1.7777777777777777,7.111111111111111,1.0,1.0,0.5555555555555556,0.15873015873015872
2,17,Lag 2,43.0,24.375,202.207325,32.625,6.0,3.0,11.0,13.0,204.54467499999998,204.74465,42.625,127.0,0.531412125,2.125,0.44614862499999997,2.25,7.625,1.0,1.0,0.75,-0.125
2,18,Lag 2,52.0,20.0,242.17760000000004,18.77777777777778,3.4444444444444446,3.0,11.0,13.0,244.48115555555555,244.68114444444447,28.77777777777778,128.0,0.5898829999999999,1.8888888888888888,0.4273923333333334,2.0,7.444444444444445,1.0,1.0,0.7777777777777778,-0.11111111111111116
2,19,Lag 2,37.57142857142857,32.142857142857146,178.7743142857143,30.857142857142858,5.428571428571429,4.0,11.0,13.0,181.04802857142857,181.24800000000002,40.857142857142854,129.0,0.5351547142857143,2.142857142857143,0.5510124285714285,1.5714285714285714,6.714285714285714,1.0,1.0,0.5714285714285714,-0.4603174603174603
2,20,Lag 2,51.77777777777778,19.77777777777778,242.12353333333328,24.444444444444443,4.555555555555555,4.0,11.0,13.0,244.41782222222224,244.6178111111111,34.44444444444444,130.0,0.5495338888888889,1.7777777777777777,0.6819296666666665,1.6666666666666667,8.555555555555555,1.0,1.0,0.1111111111111111,0.3888888888888889
2,21,Lag 2,47.25,23.625,218.91570000000002,23.875,4.375,4.0,11.0,13.0,221.2155375,221.4155625,33.875,131.0,0.46652587500000003,2.25,0.477641375,2.375,6.75,1.0,1.0,0.75,-0.050000000000000044
2,22,Lag 2,50.25,22.5,238.32178749999997,20.875,3.875,4.0,11.0,13.0,240.629925,240.8299375,30.875,132.0,0.580475125,2.25,0.555289375,1.875,8.125,1.0,1.0,0.125,0.2916666666666667
2,23,Lag 2,44.666666666666664,20.77777777777778,207.35347777777775,29.666666666666668,5.222222222222222,4.0,11.0,13.0,209.6551777777778,209.85516666666663,39.666666666666664,133.0,0.5104257777777778,2.6666666666666665,0.7029778888888889,2.111111111111111,6.111111111111111,1.0,1.0,0.0,0.5555555555555556
2,24,Lag 2,49.333333333333336,16.444444444444443,226.92072222222222,27.444444444444443,5.0,4.0,11.0,13.0,229.20391111111107,229.4039222222222,37.44444444444444,134.0,0.5886681111111112,1.6666666666666667,0.6831447777777777,2.2222222222222223,6.888888888888889,1.0,1.0,0.5555555555555556,-0.18055555555555558
2,25,Lag 2,50.22222222222222,24.88888888888889,235.45961111111112,20.666666666666668,3.888888888888889,5.0,11.0,13.0,237.7317111111111,237.93169999999998,30.666666666666668,135.0,0.5561782222222222,2.3333333333333335,0.614542888888889,2.3333333333333335,6.888888888888889,1.0,1.0,0.8888888888888888,0.11111111111111116
2,26,Lag 2,39.666666666666664,24.833333333333332,185.32293333333334,31.0,5.5,5.0,11.0,13.0,187.63391666666666,187.83389999999997,41.0,136.0,0.5140899999999999,2.0,0.6153726666666666,2.0,6.166666666666667,1.0,1.0,0.6666666666666666,-0.04166666666666663
2,27,Lag 2,38.166666666666664,30.0,179.3268833333333,19.0,3.6666666666666665,5.0,11.0,13.0,181.6351,181.8350833333333,29.0,137.0,0.4560646666666666,2.3333333333333335,0.6957398333333332,1.6666666666666667,7.333333333333333,1.0,1.0,0.8333333333333334,0.16666666666666663
2,28,Lag 2,33.75,19.375,160.01673749999998,15.125,2.875,5.0,11.0,13.0,162.3165875,162.516575,25.125,138.0,0.5932338749999999,2.375,0.49222025,2.0,7.625,1.0,1.0,0.625,0.125
2,29,Lag 2,38.888888888888886,16.555555555555557,180.87453333333335,24.666666666666668,4.333333333333333,5.0,11.0,13.0,183.2076888888889,183.4076888888889,34.666666666666664,139.0,0.5803236666666667,2.5555555555555554,0.7016812222222222,2.0,6.444444444444445,1.0,1.0,0.8888888888888888,-0.17460317460317454
2,30,Lag 2,46.45454545454545,26.0,219.15927272727274,22.0,4.090909090909091,5.0,11.0,13.0,221.47428181818185,221.67427272727275,32.0,140.0,0.5875852727272727,2.0,0.5379349999999999,1.4545454545454546,7.363636363636363,1.0,1.0,0.9090909090909091,-0.03409090909090906
2,31,Lag 2,45.5,32.125,209.01081250000004,31.75,5.75,6.0,11.0,13.0,211.3627375,211.56273750000003,41.75,141.0,0.5876669999999999,2.25,0.5149889999999999,2.0,8.125,1.0,1.0,0.875,-0.09722222222222221
2,32,Lag 2,37.142857142857146,28.142857142857142,171.80504285714284,29.0,5.285714285714286,6.0,11.0,13.0,174.12397142857142,174.32395714285713,39.0,142.0,0.5654358571428572,1.5714285714285714,0.43242771428571425,2.0,7.428571428571429,1.0,1.0,0.42857142857142855,0.07142857142857145
2,33,Lag 2,21.545454545454547,18.636363636363637,99.67018181818185,26.0,5.0,6.0,11.0,13.0,101.96855454545454,102.16851818181817,36.0,143.0,0.5618942727272729,2.1818181818181817,0.5693368181818182,1.9090909090909092,7.0,1.0,1.0,0.7272727272727273,-0.10227272727272729
2,34,Lag 2,53.625,28.625,250.11557499999998,22.0,4.25,6.0,11.0,13.0,252.39668749999998,252.596675,32.0,144.0,0.569495375,2.0,0.566659625,2.25,7.125,1.0,1.0,0.75,-0.1785714285714286
2,35,Lag 2,43.375,15.75,204.60921249999998,26.375,4.875,6.0,11.0,13.0,206.934075,207.134025,36.375,145.0,0.5294415,1.375,0.623070625,1.625,7.5,1.0,1.0,0.875,-0.25
2,36,Lag 2,61.25,15.5,291.5473,23.75,4.5,6.0,11.0,13.0,293.834625,294.034625,33.75,146.0,0.6270045,2.0,0.48375575000000004,2.75,7.75,1.0,1.0,0.5,0.3571428571428571
2,37,Lag 2,46.22222222222222,22.666666666666668,218.4470111111111,17.333333333333332,3.2222222222222223,7.0,11.0,13.0,220.75243333333336,220.95243333333337,27.333333333333332,147.0,0.45551022222222226,2.0,0.5614906666666667,1.8888888888888888,7.111111111111111,1.0,1.0,0.8888888888888888,0.011111111111111183
2,38,Lag 2,55.2,25.9,260.33505,24.4,4.5,7.0,11.0,13.0,262.61991,262.8199,34.4,148.0,0.5442865,1.8,0.8988171000000001,2.0,6.9,1.0,1.0,0.8,-0.30000000000000004
2,39,Lag 2,38.888888888888886,29.11111111111111,180.70729999999998,9.333333333333334,2.0,7.0,11.0,13.0,183.02568888888888,183.22564444444444,19.333333333333332,149.0,0.48568255555555556,2.3333333333333335,0.566388,1.7777777777777777,7.777777777777778,1.0,1.0,0.5555555555555556,0.2222222222222222
2,40,Lag 2,40.57142857142857,33.42857142857143,191.60517142857142,26.285714285714285,4.714285714285714,7.0,11.0,13.0,193.9002857142857,194.10025714285715,36.285714285714285,150.0,0.6701244285714285,2.0,0.6125534285714286,2.4285714285714284,7.142857142857143,1.0,1.0,0.8571428571428571,0.0
2,41,Lag 2,52.166666666666664,29.333333333333332,243.75505,14.166666666666666,2.8333333333333335,7.0,11.0,13.0,246.04101666666668,246.24098333333333,24.166666666666668,151.0,0.45918283333333326,2.3333333333333335,0.6348126666666666,1.3333333333333333,8.333333333333334,1.0,1.0,0.6666666666666666,-0.38095238095238093
2,42,Lag 2,55.9,14.3,261.64369999999997,26.5,4.8,7.0,11.0,13.0,263.93688999999995,264.13685999999996,36.5,152.0,0.5981392999999999,1.7,0.5697339,2.5,7.8,1.0,1.0,0.7,0.11818181818181828
2,43,Lag 2,45.9,25.4,217.83504,21.9,4.2,8.0,11.0,13.0,220.09653000000003,220.29651999999996,31.9,153.0,0.5373755,2.3,0.5433948999999999,1.7,7.6,1.0,1.0,0.7,0.050000000000000044
2,44,Lag 2,47.90909090909091,29.818181818181817,226.2893909090909,21.272727272727273,4.0,8.0,11.0,13.0,228.59532727272727,228.79532727272726,31.272727272727273,154.0,0.5164347272727273,1.9090909090909092,0.6041705454545454,2.3636363636363638,7.636363636363637,1.0,1.0,0.45454545454545453,0.24545454545454543
2,45,Lag 2,68.22222222222223,20.77777777777778,322.36515555555553,19.666666666666668,3.6666666666666665,8.0,11.0,13.0,324.6520444444444,324.85203333333334,29.666666666666668,155.0,0.9326547777777778,1.5555555555555556,0.6568716666666666,1.8888888888888888,7.111111111111111,1.0,1.0,0.6666666666666666,-0.04166666666666663
2,46,Lag 2,52.77777777777778,28.11111111111111,248.28468888888892,20.77777777777778,4.0,8.0,11.0,13.0,250.58823333333333,250.78823333333332,30.77777777777778,156.0,0.6174877777777777,1.7777777777777777,0.5105807777777778,2.2222222222222223,6.666666666666667,1.0,1.0,0.6666666666666666,0.19047619047619047
2,47,Lag 2,50.625,31.125,238.85545,24.125,4.5,8.0,11.0,13.0,241.14690000000004,241.34696249999996,34.125,157.0,0.43531837500000004,1.625,0.583698375,1.75,7.125,1.0,1.0,0.75,0.08333333333333337
2,48,Lag 2,27.11111111111111,23.666666666666668,128.9804333333333,18.333333333333332,3.5555555555555554,8.0,11.0,13.0,131.32287777777776,131.5228777777778,28.333333333333332,158.0,0.6428180000000001,2.0,0.5999511111111112,1.5555555555555556,6.888888888888889,1.0,1.0,0.8888888888888888,-0.2222222222222222
3,1,Lag 2,43.45454545454545,13.363636363636363,215.3422181818182,25.454545454545453,4.636363636363637,1.0,11.0,13.0,217.66485454545452,217.86484545454542,35.45454545454545,111.0,0.5900545454545454,1.7272727272727273,0.624698909090909,2.272727272727273,7.454545454545454,1.0,1.0,1.0,-0.08333333333333337
3,2,Lag 2,43.916666666666664,19.75,219.08058333333335,29.166666666666668,5.333333333333333,1.0,11.0,13.0,221.38603333333333,221.58602500000003,39.166666666666664,112.0,0.7075493333333335,2.0,0.5731150833333333,1.6666666666666667,7.5,1.0,1.0,0.9166666666666666,-0.21666666666666667
3,3,Lag 2,51.666666666666664,36.416666666666664,256.62057500000003,23.5,4.25,1.0,11.0,13.0,258.91905833333334,259.11905,33.5,113.0,0.7405695,2.1666666666666665,0.6649092500000001,2.1666666666666665,7.5,1.0,1.0,0.9166666666666666,0.08333333333333337
3,4,Lag 2,64.08333333333333,21.833333333333332,318.11495833333333,36.5,6.583333333333333,1.0,11.0,13.0,320.42870000000005,320.62871666666666,46.5,114.0,0.5678102500000001,2.0833333333333335,0.7504918333333332,2.1666666666666665,7.5,1.0,1.0,1.0,0.0
